City,Latitude,Longitude,Landmark,House of Worship,Pilgrimage,Archaeological Site,Shoreline ,Waterside ,Woods ,Hill Station,Urban Area,Province,State,id
Gudalur,11.5,76.49,Museum Park Lake,0,0,16,0,24,0,0,40,Gudalur,Tamil Nadu,4c90f9e4bddd38cd4099930c9b8a2a86
guduvancheri,12.84,80.07,Garden Church Hindu Temple,1,0,0,0,0,28,0,0,guduvancheri,Tamil Nadu,767688397674808e566a5b7443e45470
Guhagar,17.46,73.2,Beach Hindu Temple,3,0,0,20,0,0,0,0,Guhagar,Maharashtra,958919524916290bd085be532208e41a
Gulbarga,17.33,76.83,Lake Park,0,0,0,0,24,0,0,40,Gulbarga,Karnataka,67bd478417aa65cd0cdd994727b0d828
Gulmarg,34.03,74.36,Snow Hills,0,0,0,0,0,0,35,0,Gulmarg,Jammu and Kashmir,e4c8429f9708f3a8c62a8d0362db28fe
Guna,24.65,77.31,Fort Hindu Temple,3,0,12,0,0,0,0,0,Guna,Madhya Pradesh,f59345c6e0bb41ea1568487122c0d925
Gundlupet,11.81,76.69,Hindu Temple,3,0,0,0,0,0,0,0,Gundlupet,Karnataka,44330da35429d1683b6d489bbb4aeeb5
Guntur,16.3,80.45,Waterfalls Valley Cave,0,0,13,0,26,0,34,0,Guntur,Karnataka,cbaada67e4e64df77c4e5b6609d41c01
Guptkashi,30.54,79.08,Museum Park Lake,0,0,16,0,24,0,0,40,Guptkashi,Uttrakhand,216dc2babef08705c2525f0544008d73
Gurdaspur,31.94,75.25,Garden Church Hindu Temple,1,0,0,0,0,28,0,0,Gurdaspur,Punjab,40b46433155e4335a92ae36aee1ff531
Gurgaon,28.49,77.1,Garden Wildlife Sanctuary Park,0,0,0,0,0,32,0,40,Gurgaon,Haryana,db2a50b161da7a940f7c6dad9c989f7f
Guruvayoor,10.6,76.04,Hindu Temple Church,1,0,0,0,0,0,0,0,Guruvayoor,Kerala,4a28057378666def1930624dab0246fb
Guwahati,26.17,91.78,Zoo Museum Hindu Temple Wildlife Santuary,3,0,16,0,0,29,0,0,Guwahati,Assam,0e82d18692933c36f3be2928b60ab191
gwaldam,30,79.57,Hindu Pilgrimage River Bank Garden,0,8,0,0,22,28,0,0,gwaldam,Uttarakhand,41bbbd594718b1fd1a02c821d381cce6
Gwalior,26.2,78.17,Fort Palace Historical Place Museum Zoo Park,0,0,12,0,0,29,0,40,Gwalior,Madhya Pradesh,3f4334033fd31e3c619bbc772cbebbe8
haddo,11.68,92.72,Lake Park,0,0,0,0,24,0,0,40,haddo,Andaman and Nicobar,73bd0197eb216a16a51a7ce5f4d57576
haidar sahibguda,17.36,78.39,Wildlife Sanctuary Park Hindu Temple,3,0,0,0,0,32,0,40,haidar sahibguda,Telangana,7f0044307f0ab22f9d69d9658f1f0e3f
Haldia,22.08,88.14,Waterfalls Valley Cave,0,0,13,0,26,0,34,0,Haldia,West Bengal,79813e01c454358fbd6395a0fede6439
Haldwani,29.22,79.51,Hills Waterfalls,0,0,0,0,26,0,33,0,Haldwani,Uttarakhand,b0dd560120743cf4fe8d77c9acd04e60
Hamirpur,31.7,76.52,Hindu Temple,3,0,0,0,0,0,0,0,Hamirpur,Himachal Pradesh,dc8e47af7efeaa4b4c7c8c5f98ec11c3
Hampi,15.33,76.46,Historical Place Hindu Temple Hills,3,0,10,0,0,0,33,0,Hampi,Karnataka,12f6f52a00acfd1becde7177ef642462
Hansi,29.1,75.96,Monument,0,0,15,0,0,0,0,0,Hansi,Haryana,1da44a9f863f08cac309fd2414229c31
Hanumangarh,29.58,74.32,Fort Hindu Temple Museum,3,0,12,0,0,0,0,0,Hanumangarh,Rajasthan,9fd38abf00f402fe7af310bb174f6005
Harda,22.34,77.1,Hindu Temple Fort,3,0,12,0,0,0,0,0,Harda,Madhya Pradesh,5762847b34fc01590f8271c7ae606f83
Hardoi,27.3,80.19,Garden Church Hindu Temple,1,0,0,0,0,28,0,0,Hardoi,Uttar Pradesh,23d97d7117d2d34709449711c11fe998
Haridwar,29.95,78.16,Hindu Temple Piligrimage,3,8,0,0,0,0,0,0,Haridwar,Uttarakhand,ba7a9bd2e205b05f85b6a39465675f3d
haripur,32.14,77.17,Lake Park,0,0,0,0,24,0,0,40,haripur,Himachal Pradesh,750828614fe2763bd4f1b57f4af7666b
HarkiDun,31.14,78.42,Wildlife Sanctuary Park Hindu Temple,3,0,0,0,0,32,0,40,HarkiDun,Uttarakhand,a52eee7185d635e61dfec8c22efa41fe
Harnai,17.8,73.1,Waterfalls Valley Cave,0,0,13,0,26,0,34,0,Harnai,Maharashtra,370aaae15dde4530e10d3e5f73e464a0
harsola,22.64,75.83,Garden Church Hindu Temple,1,0,0,0,0,28,0,0,harsola,Madhya Pradesh,09d60038ce1db44eb02b7215c43bd863
hasanganj,26.9,80.97,Hindu Pilgrimage River Bank Garden,0,8,0,0,22,28,0,0,hasanganj,Uttar Pradesh,f8d7fbfc3cc21cdbb983be9e4545dd3d
Hassan,13.01,76.12,Hindu Temple Church Hills Dam Park,1,0,0,0,23,0,33,40,Hassan,Karnataka,5a9ac384816cf667016de3f145f4bd7a
Havelock,11.74,92.66,Beach,0,0,0,20,0,0,0,0,Havelock,Andaman and Nicobar Islands,42db69f29c5b880e0e64ed05b44bfbe5
Haveri,14.8,75.39,Lake Park,0,0,0,0,24,0,0,40,Haveri,Karnataka,e7e8357fc784c6c1346ecebff342ea5d
Hazaribagh,23.36,85.32,Hindu Pilgrimage River Bank Garden,0,8,0,0,22,28,0,0,Hazaribagh,Jharkhand,9fa51f3c27ae97098795aec050e4fa7e
Himatnagar,23.6,72.96,Palace Hindu Temple Waterfalls Wildlife Sanctuary,3,0,11,0,26,32,0,0,Himatnagar,Gujarat,5bb278aca67ea236cc96cb0449752002
Hingoli,19.72,77.15,Lake Park,0,0,0,0,24,0,0,40,Hingoli,Maharashtra,10e819c68711971ca7861a2f15f6d7c6
Hisar,29.05,75.57,Lake Palace,0,0,11,0,24,0,0,0,Hisar,Haryana,01670f55531b72cd08bf434d10496cfd
Hodal,27.9,77.38,Garden Church Hindu Temple,1,0,0,0,0,28,0,0,Hodal,Haryana,40635e35361094d4153826cbcc84bed7
Hoshangabad,22.7,78.19,Dam Wildlife Sanctuary Park,0,0,0,0,23,32,0,40,Hoshangabad,Madhya Pradesh,1818c5b6aa46fa43f97bbb8bb20a69a2
Hoshiarpur,31.54,75.91,Wildlife Sanctuary,0,0,0,0,0,32,0,0,Hoshiarpur,Punjab,947bb8cd88d9646f2d8cbfb9a6375601
Hospet,15.27,76.39,Dam Hindu Temple Park Garden Church,1,0,0,0,23,28,0,40,Hospet,Karnataka,38407a3afe35a206a5e4377e58732e21
Hosur,12.74,77.83,Hindu Temple Dam,3,0,0,0,23,0,0,0,Hosur,TamilNadu,c0f7ffffe4456a0fc882e599640b6225
Howrah,22.59,88.34,Hindu Temple,3,0,0,0,0,0,0,0,Howrah,West Bengal,ce8f4114c60af40fc6acb04b2ca0c625
Hubli,15.35,75.14,Lake Garden Park Hills Hindu Temple,3,0,0,0,24,28,33,40,Hubli,Karnataka,0e898f36d9388bb3fcc19e852bf89d53
hundar,34.39,77.54,Lake Park,0,0,0,0,24,0,0,40,hundar,Jammu & Kashmir,c3d7bcd3ba05abd6fc166564ae45f669
Hyderabad,15.91,79.74,Lake Hindu Temple Fort Museum Zoo,3,0,12,0,24,29,0,0,Hyderabad,Andhra Pradesh,c5d8f250660694b37f607854214171bd
Ichalkaranji,16.72,74.47,Hindu Temple,3,0,0,0,0,0,0,0,Ichalkaranji,Maharashtra,96502f7bc7fb59d898a46f6cd47941a5
Idukki,9.59,76.92,Hills Dam Wildlife Sanctuary Museum Waterfalls Hill Station River Bank Forest,0,0,16,0,22,27,36,0,Idukki,Kerala,891773f2a03d20f557a7712fe6a63fa3
Igatpuri,19.72,73.58,Hills Hill Station Valley Waterfalls Dam,0,0,0,0,23,0,34,0,Igatpuri,Maharashtra,af323f33b81a42d0a527412473dd6d19
Imphal,24.81,93.94,Fort Garden Zoo Hindu Temple Museum Park Hills,3,0,12,0,0,29,33,40,Imphal,Manipur,c2d35146f376ef1f22e32b5e35325878
indirapuram,28.64,77.32,Waterfalls Valley Cave,0,0,13,0,26,0,34,0,indirapuram,Delhi NCR,431c8d61cfc33f09d7a4f75cc2a3e3e4
Indore,22.75,75.9,Palace Museum Hindu Temple Zoo Wildlife Sanctuary Lake Garden Palace Park,3,0,11,0,24,28,0,40,Indore,MadhyaPradesh,f42173c16fa3c01d0d94b3ff30463472
Iritty,11.98,75.68,Dam Hindu Temple,3,0,0,0,23,0,0,0,Iritty,Kerala,20977bf47b87e9af3c8f2a5b6900db86
Itanagar,27.1,93.67,Fort Museum Hindu Temple,3,0,12,0,0,0,0,0,Itanagar,ArunachalPradesh,59e16a3946bd268c22fe82ccd84aa843
Itarsi,22.61,77.75,Hindu Temple,3,0,0,0,0,0,0,0,Itarsi,Madhya Pradesh,08139bc4cd46542748cdcb44020f098d
Jabalpur,23.16,79.94,Waterfalls Fort Cave Lake Garden Hindu Temple,3,0,13,0,26,28,0,0,Jabalpur,MadhyaPradesh,0e688a232b5311ea3b6b748bb071ac73
Jagdalpur,19.09,82.02,Palace Waterfalls Museum Lake,0,0,16,0,26,0,0,0,Jagdalpur,Chhattisgarh,9c929428d78b4eee5b067221dd1afba9
jahangir,30.42,75.8,Garden Church Hindu Temple,1,0,0,0,0,28,0,0,jahangir,Punjab,c43f5831e61c52395b7749ecfd950c31
Jaipur,26.89,75.77,Fort Lake Garden Hindu Temple Historical Place Palace,3,0,15,0,24,28,0,0,Jaipur,Rajasthan,0fda4afc9268b1d25fb7c3aaa5833c57
Jaisalmer,26.91,70.91,Fort Hindu Temple Historical Place Palace,3,0,10,0,0,0,0,0,Jaisalmer,Rajasthan,946f25271525fb61446ba5f3771ea659
Jajpur,20.95,86.13,Lake Park,0,0,0,0,24,0,0,40,Jajpur,Rajasthan,a8fa932df106db27bcd4ebc0ea893769
Jalandhar,31.33,75.59,Hindu Temple Park,3,0,0,0,0,0,0,40,Jalandhar,Punjab,c27fb2a23dae390eb2cc18713dc4abc7
Jaldapara,26.69,89.28,Garden Church Hindu Temple,1,0,0,0,0,28,0,0,Jaldapara,West Bengal,819a21ac157b20a93883370127451bf3
Jalgaon,21.02,75.56,Park Garden Lake Hindu Temple Forest,3,0,0,0,24,27,0,40,Jalgaon,Maharashtra,09e034591bee1850d71e6d2676f82830
jalna,19.83,75.88,Wildlife Sanctuary Park Hindu Temple,3,0,0,0,0,32,0,40,jalna,Maharashtra,731260059b14a12624a0833d44a8cc7b
Jalna,19.83,75.88,Hindu Temple Mosque Lake,6,0,0,0,24,0,0,0,Jalna,Maharashtra,273a866f32a787fc1b37d2589ca17843
Jalore,25.13,72.14,Historical Place Zoo,0,0,10,0,0,29,0,0,Jalore,Rajasthan,b407470fe680e0c43715b46b6fb27f9c
Jalpaiguri,26.71,89.56,Wildlife Sanctury Forest Monastery Hindu Temple,5,0,0,0,0,32,0,0,Jalpaiguri,West Bengal,f8a6ea01d68a7bc33b29921b86299872
Jambughoda,22.31,73.18,Lake Hills Wildlife Sanctuary,0,0,0,0,24,32,33,0,Jambughoda,Gujarat,c505fe5e26924ab18768f388b6ab72f0
Jammu,32.67,74.87,Hindu Temple Palace Park Hill Station Zoo,3,0,11,0,0,29,36,40,Jammu,JammuandKashmir,b9210d6c8c4d3b121a1b79b14d2cc369
Jamnagar,22.48,70.07,Lake Bird Santuary Hindu Temple Cave,3,0,13,0,24,31,0,0,Jamnagar,Gujarat,e4b710cf6826b9ee4578e53bef3554ff
Jamshedpur,22.77,86.19,Zoo Wildlife Sanctuary Park Lake Hindu Temple Hill Station Dam Garden Waterfalls,3,0,0,0,23,28,36,40,Jamshedpur,Jharkhand,ca4ce7c2f9cd4feb04b189332e280820
janla,20.24,85.76,Garden Church Hindu Temple,1,0,0,0,0,28,0,0,janla,Orissa,dfdfa8755df8f0dee9b6be4e982d66c9
JASIDIH,24.52,86.65,Waterfalls Valley Cave,0,0,13,0,26,0,34,0,JASIDIH,Jharkhand,0c59f3a707e1c23c0aed70f6c3a67606
Jaunpur,25.74,82.7,Mosque Fort Hindu Temple Palace,6,0,12,0,0,0,0,0,Jaunpur,Uttar Pradesh,85262f076479a162e65688bf2c034e06
Jawalamukhi,31.88,76.31,Hindu Temple,3,0,0,0,0,0,0,0,Jawalamukhi,Himachal Pradesh,4442883065ea5928e87f12e4d0adc834
jawalapur,29.93,78.13,Lake Park Hindu Pilgrimage River Bank Garden,0,8,0,0,22,28,0,40,jawalapur,Uttarakhand,568ab248061c06c84aa019c856ecaaee
Jawhar,19.92,73.23,Hills Palace Fort Dam Waterfalls,0,0,11,0,23,0,33,0,Jawhar,Maharashtra,35771618991a2965d86446f69ef8b8a8
Jejuri,18.28,74.16,Hindu Temple Lake,3,0,0,0,24,0,0,0,Jejuri,Maharashtra,33f451b3393a8546593295a51952185c
Jeypore,18.86,82.55,Lake Park,0,0,0,0,24,0,0,40,Jeypore,Orissa,9c213ede212246a788369fc61835a3f3
Jhabua,22.77,74.59,Garden Church Hindu Temple,1,0,0,0,0,28,0,0,Jhabua,Madhya Pradesh,e5edecb3f01f253933a1de1c252a5431
Jhajjar,28.62,76.69,Waterfalls Valley Cave,0,0,13,0,26,0,34,0,Jhajjar,Haryana,c7ef887427da2206da1f22882167a92d
jhalamand,26.21,73.07,Historical Place Zoo,0,0,10,0,0,29,0,0,jhalamand,Rajasthan,96568871cead8dd3755b6cef7807e7bc
Jhalawar,24.41,76.57,Museum Palace Historical Place River Bank Hindu Temple,3,0,10,0,22,0,0,0,Jhalawar,Rajasthan,e9c6ecd49d967b2fb91fff3d82420812
Jhansi,25.45,78.56,Palace Historical Place Fort Museum Lake Bird Sanctuary Wildlife Sanctuary,0,0,12,0,24,31,0,0,Jhansi,Uttar Pradesh,c5923b92f422aab2dda60576e05164e8
Jharsuguda,21.88,84.02,Hindu Temple,3,0,0,0,0,0,0,0,Jharsuguda,Orissa,b169fb99ae4ae2a5eef2ee3c46a2f0cc
Jhumri Telaiya,24.43,85.52,Wildlife Sanctuary Park Hindu Temple,3,0,0,0,0,32,0,40,Jhumri Telaiya,jharkhand,c9b64f2ef634c406e0e3c8cce0dbe4f5
Jhunjhunu,28.13,75.41,Historical Place Zoo,0,0,10,0,0,29,0,0,Jhunjhunu,Rajasthan,e3127d1ab487e0a04c9202f178014629
Jind,29.32,76.32,Historical Place,0,0,10,0,0,0,0,0,Jind,Haryana,1976d3964349e04df1abc14f4d9f6af1
Jispa,32.64,77.19,Garden Church Hindu Temple,1,0,0,0,0,28,0,0,Jispa,Himachal Pradesh,c982d92ea9dd7c159219646ca39d1aa0
Jodhpur,26.27,73.03,Museum Palace Lake Garden,0,0,16,0,24,28,0,0,Jodhpur,Rajasthan,9f5157060af2ade1ea205032f6d077a1
Jorhat,26.75,94.2,Lake Park,0,0,0,0,24,0,0,40,Jorhat,Assam,a1960703238cf99337011eb0b85acd13
Joshimath,30.55,79.55,Snow Hills Hill Station,0,0,0,0,0,0,35,0,Joshimath,Uttarakhand,29074665cacb63aeccb77ff4b45e4e91
Junagarh,21.52,70.46,Garden Church Hindu Temple,1,0,0,0,0,28,0,0,Junagarh,Gujarat,a8cb36629663b9751371e47e8ed06cef
Jwalamukhi,31.88,76.32,Wildlife Sanctuary Park Hindu Temple,3,0,0,0,0,32,0,40,Jwalamukhi,Himachal Pradesh,db05c98aed5309e554c472d60323a338
Kabini,11.96,76.25,Dam,0,0,0,0,23,0,0,0,Kabini,Karnataka,e82537e062e87a4eda7a70db20650efa
Kadapa,14.47,78.82,Historical Place Zoo,0,0,10,0,0,29,0,0,Kadapa,Andhra Pradesh,9960bd2cd749af6b8b535f72734212d1
Kaithal,29.78,76.4,Waterfalls Valley Cave,0,0,13,0,26,0,34,0,Kaithal,Haryana,1c2f3d20d3fba8fa45ee2de3263f2b12
Kakinada,16.95,82.24,Hindu Temple Beach Park Wildlife Sanctuary,3,0,0,20,0,32,0,40,Kakinada,AndhraPradesh,eb703ec6338419dea78a81e8f60e77db
kakkabe,12.22,75.65,Hindu Pilgrimage River Bank Garden,0,8,0,0,22,28,0,0,kakkabe,Karnataka,984546c422e778d03e0e4e2413191da5
kakkanad,10.01,76.34,Hindu Temple,3,0,0,0,0,0,0,0,kakkanad,Kerala,5c011161a9361b7f915f0f83910dc7f3
kala,17.19,74.13,Hindu Pilgrimage River Bank Garden,0,8,0,0,22,28,0,0,kala,Maharashtra,f18b864192f8c17fff40dbb31ec63989
kalamboli,19.03,73.09,Garden Church Hindu Temple,1,0,0,0,0,28,0,0,kalamboli,Maharashtra,e84804665b79ca1aeb8ebaa5c6184cbc
kalapettai,11.99,79.83,Waterfalls Valley Cave,0,0,13,0,26,0,34,0,kalapettai,Tamil Nadu,46e789974c3ce979e56d8957653db3fc
Kalasa,13.24,75.35,Hindu Temple River Hills Hill Station Waterfalls,3,0,0,0,22,0,36,0,Kalasa,Karnataka,b9f5d60ee5584fd7b971f163e193a069
Kalimpong,27.07,88.48,Park Monastery Church Lake Museum Hindu Temple,5,0,16,0,24,0,0,40,Kalimpong,West Bengal,e3ee640143316bc0fe5a750cf594a9ee
Kalka,30.84,76.93,Hindu Temple Dam Wildlife Sanctuary,3,0,0,0,23,32,0,0,Kalka,Haryana,0b42699880877aff6a7b38e89a9e5d02
kalkaji devi,28.53,77.29,Historical Place Zoo,0,0,10,0,0,29,0,0,kalkaji devi,Delhi NCR,23a69f76a46971d17369c56820e22241
kallar,9.82,77.14,Lake Park,0,0,0,0,24,0,0,40,kallar,Kerala,9b281adfbbaff17bf8d1b8c23202375a
Kalpa,31.54,78.25,Hills Fort Hindu Temple River Bank Monastery,5,0,12,0,22,0,33,0,Kalpa,Himachal Pradesh,aa5eeeaff8c58cf5a4dfcbf21aca9054
kalpatta,11.59,76.09,Hindu Pilgrimage River Bank Garden,0,8,0,0,22,28,0,0,kalpatta,Kerala,7e4a2856f82becb32edc3f09c766f2e1
kalundri,19.01,73.11,Waterfalls Valley Cave,0,0,13,0,26,0,34,0,kalundri,Maharashtra,817d2b21e6dbc3969d62587ad1b1c380
kalyani,22.96,88.43,Garden Church Hindu Temple,1,0,0,0,0,28,0,0,kalyani,West Bengal,057ef870c9495e9fd42f0c6fb85497e4
kambam,9.72,77.27,Lake Park,0,0,0,0,24,0,0,40,kambam,Tamil Nadu,2d51cdedf1f9d39052a25e201917a9a1
kammasandra,12.8,77.71,Wildlife Sanctuary Park Hindu Temple,3,0,0,0,0,32,0,40,kammasandra,Karnataka,1df807a78f0e00285e3fb213e6bc500e
Kanatal,30.41,78.34,Hindu Temple Dam River Bank Waterfalls Hills Hill Station,3,0,0,0,26,0,36,0,Kanatal,Uttarakhand,519d3bc72bb736d502d9ee25df533c74
Kanchipuram,12.84,79.71,Hindu Temple,3,0,0,0,0,0,0,0,Kanchipuram,TamilNadu,e95c985009cc5a701b3381dade7fc706
kandaghat,30.99,77.1,Waterfalls Valley Cave,0,0,13,0,26,0,34,0,kandaghat,Himachal Pradesh,cbc57041382a04d7717fa54ce97f8ab1
Kangra,31.83,76.18,Snow Hills Hill Station Lake Hindu Temple Monastery Valley,5,0,0,0,24,0,35,0,Kangra,Himachal Pradesh,805368154f4373fc46d6da8d19848df8
Kanha,22.32,80.49,Wildlife Sanctuary Museum,0,0,16,0,0,32,0,0,Kanha,MadhyaPradesh,356cfb1d8e50e8c77a26f614c3eeebc0
kaniyambetta,11.72,76.14,Garden Church Hindu Temple,1,0,0,0,0,28,0,0,kaniyambetta,Kerala,4d405cfdfb3034c011e917d4855cc050
Kankavli,16.2,73.7,Lake Park,0,0,0,0,24,0,0,40,Kankavli,Maharashtra,b25e840d450e149d41f8e7132c93960a
Kanker,20.27,81.49,Waterfalls River Bank Hindu Temple,3,0,0,0,22,0,0,0,Kanker,Chhattisgarh,23d2723de5bcddbe7e87e00b65285ffb
kankhal,29.93,78.14,Waterfalls Valley Cave,0,0,13,0,26,0,34,0,kankhal,Uttarakhand,c3cafdce4676df1d3b8637e9bde91a8a
Kannur,12.09,75.17,Fort Beach Museum Hindu Temple Park,3,0,12,20,0,0,0,40,Kannur,Kerala,618a1454f406a92d1ce09cdb58926e88
kanpur,26.48,80.32,Hindu Pilgrimage Garden,0,8,0,0,0,28,0,0,kanpur,Uttar Pradesh,341aefca620d001afcbcd823252d6f96
Kanpur,26.47,80.36,Zoo Hindu Temple Park Church Palace Garden Museum,1,0,11,0,0,28,0,40,Kanpur,UttarPradesh,d75261efe267208c52703fbedd8be0fc
Kanyakumari,8.18,77.43,Beach Hindu Temple Fort Palace,3,0,12,20,0,0,0,0,Kanyakumari,TamilNadu,70ee967ded127423c2a867c5b4b88d49
kapkot,29.84,79.92,Hindu Pilgrimage River Bank Garden,0,8,0,0,22,28,0,0,kapkot,Uttarakhand,85659a0f90cc05371a5e6a40b7ec37f5
Kapurthala,31.37,75.39,Historical Place Zoo,0,0,10,0,0,29,0,0,Kapurthala,Punjab,f7f57738ada7a28e74f77364d66143f7
kapurwahal,18.18,73.95,Garden Church Hindu Temple,1,0,0,0,0,28,0,0,kapurwahal,Maharashtra,3accd989d1ac2f9d7e8fdea5f1a84f7e
Karad,17.28,74.2,Wildlife Sanctuary Park Hindu Temple,3,0,0,0,0,32,0,40,Karad,Maharashtra,1c4cf6df1fe30adcafee2cf5a4151593
Karaikal,10.93,79.84,Beach Hindu Temple,3,0,0,20,0,0,0,0,Karaikal,TamilNadu,250ba63d52502998c4f14e3ecff13f94
Karaikkudi,10.17,78.78,Museum Hindu Temple,3,0,16,0,0,0,0,0,Karaikkudi,Tamil Nadu,4e282d4d98acda3bd302fda73904f12a
Karanprayag,30.26,79.22,Lake Park,0,0,0,0,24,0,0,40,Karanprayag,Uttarakhand,7072d830799fe68ad751b052a910b286
Karauli,26.81,77.15,Waterfalls Valley Cave,0,0,13,0,26,0,34,0,Karauli,Rajasthan,517caa8635a3b453520e30de029eb592
Kargil,34.54,76.14,Hills Museum,0,0,16,0,0,0,33,0,Kargil,JammuandKashmir,41421063eadbf810c0c30def5d1ed3cc
Karimnagar,18.68,78.93,Dam Park Fort,0,0,12,0,23,0,0,40,Karimnagar,Andhra Pradesh,69d0127431f3cded21a5268168d35f28
Karjat,19.09,73.38,Dam Park Fort Waterfalls Hills Hindu Temple,3,0,12,0,23,0,33,40,Karjat,Maharashtra,434c3f3f89b854d3889afa98b9059c2a
Karnal,29.69,76.98,Hindu Temple Park Church Lake,1,0,0,0,24,0,0,40,Karnal,Haryana,e80c5c7c94f74d87e7b79cbfd3349ab4
karsiyang,26.89,88.31,Garden Church Hindu Temple,1,0,0,0,0,28,0,0,karsiyang,West Bengal,c81a3278c7de437363420f2459cbaf1a
Karsog,31.71,76.93,Hindu Temple,3,0,0,0,0,0,0,0,Karsog,Himachal Pradesh,99db250a8b6ffb74ded465e5a69e70be
Karur,10.95,78.08,Hindu Temple,3,0,0,0,0,0,0,0,Karur,Tamil Nadu,6c408ce0f7194b539476e074345bb90f
Karwar,14.81,74.17,Historical Place Zoo,0,0,10,0,0,29,0,0,Karwar,Karnataka,f9ce5b58364dee475c964f12c657f933
kas,17.71,73.81,Lake Park,0,0,0,0,24,0,0,40,kas,Maharashtra,157a67a358cd66383af65c1d7e17752d
Kasaragod,12.3,75.1,Mosque Fort Hindu Temple Beach Lake Park River Bank,6,0,12,20,22,0,0,40,Kasaragod,Kerala,202863a5f0603813e034476066aa0dc0
Kasauli,30.9,76.99,Church Hindu Temple Palace Museum,1,0,16,0,0,0,0,0,Kasauli,HimachalPradesh,e87f5182e13b7d706776300485ea157d
Kashid,18.43,72.91,Wildlife Santuary Beach Dam,0,0,0,20,23,32,0,0,Kashid,Maharashtra,7814a33d9ebdd3df7bf185a4c5e1e195
Kashipur,23.61,90.48,River Bank Hindu Temple,3,0,0,0,22,0,0,0,Kashipur,Uttarakhand,7bb378ec8d6aa67cd4960af0ed617f1e
Kasol,32.01,77.32,River Bank Hills Hill Station Hindu Temple,3,0,0,0,22,0,36,0,Kasol,Himachal Pradesh,ed8ecee67d09587ed3576a29d2ca0d06
Kathgodam,29.27,79.55,Snow Hills Hill Station Lake Hindu Temple Dam Zoo,3,0,0,0,23,29,35,0,Kathgodam,Uttarakhand,83549f85679d88286e8acfe45754e3e2
Katihar,25.54,87.57,Waterfalls Valley Cave,0,0,13,0,26,0,34,0,Katihar,Bihar,ec4f053e80fa5b0ec91056a75cc07509
Katni,23.84,80.4,Lake Park,0,0,0,0,24,0,0,40,Katni,Madhya pradesh,ba8216e77419b38979e26439aa3faaad
Katra,32.99,74.92,Hindu Temple Palace,3,0,11,0,0,0,0,0,Katra,JammuandKashmir,128c86cd6f4bcb2e0337295aa814bf36
Kattappana,9.76,77.12,River Bank Dam,0,0,0,0,22,0,0,0,Kattappana,Kerala,2e25745f8ff8fd64f1af55f3d3ba9bb7
Kausani,29.85,79.6,Hindu Temple Waterfalls Museum,3,0,16,0,26,0,0,0,Kausani,Uttaranchal,cccf24d633766ec82dc5ecd229539b23
Kavali,14.92,79.99,Garden Church Hindu Temple,1,0,0,0,0,28,0,0,Kavali,Andhra Pradesh,05610c7336909374ba5bf320b6a41ce3
Kayamkulam,9.18,76.51,Hindu Temple Beach Lake Park River Bank Palace,3,0,11,20,24,0,0,40,Kayamkulam,Kerala,2fdd777a216e99b296f65aefadffbc59
Kaza,32.23,78.07,Historical Place Zoo,0,0,10,0,0,29,0,0,Kaza,Himachal Pradesh,db0ffdb4e9a6a31e51ad94b8176ef0d6
Kaziranga,26.58,93.17,Wildlife Sanctuary Lake River Bank,0,0,0,0,22,32,0,0,Kaziranga,Assam,123f643f950204768a9f99a9a368d7d9
Kedarnath,30.62,79,Hindu Temple Hills Hill Station,3,0,0,0,0,0,36,0,Kedarnath,Uttaranchal,bf0c0bb0985519fe6157c6ae09b6509e
kelambakkam,12.79,80.21,Waterfalls Valley Cave,0,0,13,0,26,0,34,0,kelambakkam,Tamil Nadu,5e8bc357acc7667df8a798a9e7e742e9
Kelwa,19.62,72.73,Hindu Temple Fort Beach,3,0,12,20,0,0,0,0,Kelwa,Maharashtra,523e6121c096042850a2a700914181eb
Keonjhar,21.64,85.61,Waterfalls Hindu Temple,3,0,0,0,26,0,0,0,Keonjhar,Orissa,1bd6fc4533e556903f4cd943ebf285a9
ketti,11.36,76.73,Wildlife Sanctuary Park Hindu Temple,3,0,0,0,0,32,0,40,ketti,Tamil Nadu,4fe768fd574314004e274e435b0d4f8e
Kewzing,27.29,88.39,Hills Hill Station,0,0,0,0,0,0,36,0,Kewzing,Sikkim,17a87e0700230b903639c48b039f820b
Keylong,32.24,77.19,Monastary Valley Hills Hill Station Fort,5,0,12,0,0,0,34,0,Keylong,HimachalPradesh,44392e10797e7c5200a01f8c5d28f16a
khairla,25.89,73.2,Garden Church Hindu Temple,1,0,0,0,0,28,0,0,khairla,Rajasthan,5a7bd5707ed3681faf321afcd0c491bf
Khajjiar,32.55,76.06,Lake Hindu Temple Valley Park Hills,3,0,0,0,24,0,34,40,Khajjiar,HimachalPradesh,cd331453dd5e0c5c6afbe4dcf5e9eed3
Khajuraho,24.84,79.92,Hindu Temple,3,0,0,0,0,0,0,0,Khajuraho,MadhyaPradesh,6f9807cddcea07c2f6d3459bdf5c3c14
Khamgaon,20.7,76.57,Hindu Temple,3,0,0,0,0,0,0,0,Khamgaon,Maharashtra,6b594ea5e331f53e22114da121faa9b2
Khammam,17.25,80.14,Fort Lake Park,0,0,12,0,24,0,0,40,Khammam,AndhraPradesh,af1173ea2120e09ee2c0d1c0b308eed2
